book,chapter,textrank_reduction,bullets
9781910797433,ch04,"As outlined in Chapter 1, the majority of women with ovarian cancer (> 80%) are not diagnosed until the disease has reached an advanced stage . The initial diagnostic pathway of epithelial ovarian cancer is based on the assessment of symptoms and overall clinical picture, biomarkers (particularly CA125), family history and imaging . Although ovarian cancer has previously been considered a 'silent killer', it is now recognized that a high proportion of women have symptoms before diagnosis . The most common symptoms are vague and non-specific, resembling irritable bowel syndrome, and hence a diagnosis of ovarian cancer may be missed (Table 4.1) . Symptom indices have been developed in attempts to improve the sensitivity and specification of symptoms for the diagnosis of ovarian cancer . The Goff index has a sensitivity of approximately 67% for the diagnosis of ovarian cancer, and a specificity of approximately 90% . However, the clinical usefulness of such indices depends on how the index is used (higher specificities are achieved when information about symptoms is obtained from clinical notes or questionnaires, rather than by telephone interview), and how index-positive patients are managed . The ongoing ROCkeTS (Refining Ovarian Cancer Test Accuracy Scores) study in the UK aims to validate risk prediction models that estimate the probability of having ovarian cancer for post- and premenopausal women with suspected ovarian cancer, and to define thresholds of predicted risk that inform decisions for patient management . The most established biomarker for ovarian cancer is CA125, the levels of which mainly increase in the later stages of the disease . As a result, CA125 has only limited sensitivity (40-50%) for early-stage ovarian cancer . A more recent tumor marker is the human epididymis secretory protein 4 (HE4), which is overexpressed in epithelial ovarian cancer . This is used in combination with CA125 and menopausal status in the Risk of Ovarian Malignancy Algorithm (ROMA), which predicts the presence of ovarian cancer in patients with a pelvic mass, with a specificity and sensitivity of up to 95% and 76.4%, respectively; specificity is higher in postmenopausal women . Over all ages, ROMA correctly classified 93.8% of patients with epithelial ovarian cancer as being at high risk . This represents a significant challenge in diagnosing low-volume disease and accurately describing intra-abdominal tumor dissemination patterns . Nevertheless, CT has a well-established role in diagnosing bulky (> 1 cm) lymphadenopathy, distant intraparenchymatous metastatic lesions and additional lesions such as secondary cancers and thromboembolic events that have a significant effect on patient management . Complete surgical staging of ovarian cancer is essential to accurately define the stage of the disease and determine appropriate adjuvant treatment . Up to 30% of patients with apparent early disease will be upstaged after comprehensive staging . Having an accurate FIGO stage will influence the treatment strategies that are most appropriate for the individual patient . The grade of ovarian cancer reflects the degree of distortion from the normal tissue architecture and can correlate with aggressiveness and prognosis .","The majority (> 80%) of women with epithelial ovarian cancer will become apparent and diagnosed at an advanced stage of the disease. There are no reliable imaging tools to accurately describe the stage of the disease or tumor dissemination patterns, especially in fine nodular peritoneal carcinomatosis and microscopically involved lymph nodes. Comprehensive surgical staging accurately defines the disease stage, resulting in more reliable prediction of prognosis and more appropriate management strategies and systemic treatment."
9781912776696,hh-5,"Hazard rate is the probability that a subject will die within a given time interval among the subjects alive in that treatment group at the start of that interval . Figure 2.4 shows two hypothetical hazard rate curves that correspond to active (treatment) and control (placebo) groups . Although hazard rates are never constant over time, in many cases (at least approximately) the ratio of the hazard rates, id est the hazard rate for an event in the active group divided by the hazard rate for an event in the control group, will be approximately constant . This means that the hazard rate for death for the patients who received trastuzumab was reduced by 49.8%, on average, over time compared with those who did not receive trastuzumab . While it is possible to compare the survival of patients in two different study groups at any given point in time on the Kaplan-Meier curves, this does not provide a comparison of the total survival experience of the two groups . The logrank test provides a p -value for the total survival experience of the treatment group compared with the control group by comparing the two Kaplan-Meier curves . This will not always be the case and when the HR is not constant the logrank test does not provide an appropriate comparison of the Kaplan-Meier curves . Note that a constant HR manifests itself as Kaplan-Meier curves that start together at time zero but then separate out gradually with time (see Figure 2.2 for an example where this is the case) . The principle of randomizing participants to two (or sometimes more) groups in a study is that, in theory, the two treatment groups are balanced in terms of factors that may influence the outcome . Often these endpoints are measured from the time the participants in a study are randomized into treatment groups . A censored observation can also occur when information on a subject is known for a limited duration only (exempli gratia if a person drops out of a study before the end and is lost to follow-up) . In a study with a fixed 24-month follow-up, a subject who is still alive at month 24 will provide a censored value for OS . These subjects will provide censored values if the event of interest has not occurred during the limited follow-up . Kaplan-Meier curves provide a way of plotting the distribution of a time-to-event endpoint . Kaplan-Meier survival curves are often used to compare the data between two groups of subjects . Figure 2.2 shows Kaplan-Meier curves for OS in a randomized study of patients with human epidermal growth factor receptor 2 (HER2)-positive metastatic breast cancer treated either with or without trastuzumab . The Kaplan-Meier curve steps down at time points at which deaths occur, while censored observations are denoted by notches on the curve . The Kaplan-Meier curve plots the probability of being event free over time, with these probabilities being estimated from the data in the study . The Kaplan-Meier curves can be used to obtain median survival times (Figure 2.3) .","Typical examples of time-to-event analyses include overall survival, progression-free survival, disease-free survival and duration of response. Censoring is a common feature of all time-to-event endpoints. Observations are said to be censored when the event of interest has not happened by the end of the follow-up period. Kaplan-Meier curves plot the probability of being event free over time. The curves from different treatment groups can be plotted against each other to show the differences in outcome. Treatment differences are often expressed as a hazard ratio (HR). An HR of 1 means the risk in the two groups is the same. An HR > 1 means that the risk in one group is higher than the other, and vice versa. The logrank test compares the two Kaplan-Meier curves to provide a p -value for the difference in total survival experience of the two groups. This test can only be used if there is a constant HR, id est the Kaplan-Meier curves start together at time zero and then separate out gradually with time. If the HR is not constant, a treatment difference can be expressed as the difference between two restricted mean survival times (which is equal to the area between two Kaplan-Meier curves). The stratified logrank and the Cox proportional hazards model are two ways of adjusting for imbalances in baseline factors. Baseline variables that are important prognostic factors (exempli gratia age and stage of disease) should be taken into consideration in all statistical analyses, even in randomized studies."
9781908541680,ch_10,"A quarter of children aged 4 to 10 years, with a BMI greater than the 95th centile, have impaired glucose tolerance, 4% have frank type 2 diabetes and 25% have clinical hypertension . Other risk factors include excessive maternal weight gain during pregnancy, absence of breast-feeding, excessive caloric intake (particularly from snack foods and sugared drinks such as fruit juice), a sedentary lifestyle (television viewing and time in front of the computer), lack of physical activity and insufficient sleep . Barriers that may prevent primary care providers from having frank conversations about children's weight with parents include parental denial, fear of offending the parents, lack of educational resources for addressing obesity and time constraints . BMI charts show the centiles for boys and girls and the levels of BMI at each age that correspond to the adult categories of overweight and obese (see Table 1.3, Body mass index and waist circumference as measures of adiposity) . Guidelines developed by the UK Royal College of Paediatric and Child Health (RCPCH) and the National Obesity Forum (NOF) recommend a combination of healthy eating, weight management and increased physical activity, as detailed below . However, children over 7 years old with obesity and/or complications may benefit from gradual weight loss of, for example, 0.5 kg per month . Residential weight-loss camps ('fat camps') can be a successful means of inducing weight loss but will only produce long-term benefits if sustainable behavioral techniques are a fundamental element of the program (exempli gratia Carnegie camps for children in the UK provide young people and their families with multidisciplinary re-education and support, including cognitive behavior therapy) . Severely obese children and their families who are considering surgery should discuss the potential benefits and longer-term implications of surgery, as well as the associated risks, in detail with the primary care team who will be involved in their long-term care, as well as with the clinicians responsible for their inpatient treatment . Obesity-related diseases including diabetes, cardiovascular disease, dementia, osteoarthritis and pulmonary disease are increasing in the elderly . Similarly, recent data suggest that obese Mediterranean people with type 2 diabetes, aged over 65, had a lower 15-year mortality risk than age-matched peers of normal weight . For overweight elderly individuals in good health, there is no good evidence to show that weight loss reduces mortality risk . In the overweight (but not obese) elderly, weight fluctuation in any direction and irrespective of intention, may increase the risk for mobility limitation . While the benefits of weight loss in the elderly are uncertain, it has been shown that self-selected obese older women can achieve a moderate weight loss and increase in physical activity that results in short-term improvements in physical performance, self-reported function, vitality and life quality outcomes . Although morbidity and mortality are increased in the elderly, the risk:benefit ratio may be acceptable in those who have severe obesity-related comorbidities and restricted mobility . A low-GI diet is associated with lower maternal HbA 1c in pregnancy, and with lower birth weight, the benefit persisting to at least 5 years of age .",In childhood obesity the aim is usually to attenuate weight gain rather than induce weight loss. An elderly person at any given body mass index or waist circumference is always likely to have a higher percentage of fat. Pregnancy is a crucial stage both for the mother and the fetus in preventing and managing future obesity. Management of obesity is different for different age groups; individualization of care with informed patient choice is important. Weight loss is not always an appropriate outcome in an individual; overweight or obesity may provide a protective influence.
9781910797273,chp8,"Multiple sclerosis (MS) is a clinically heterogeneous condition, and the advice given must be tailored to the individual patient's disease phenotype, medical history and social circumstance . Counseling should not only involve what we know about the disease but also what effect MS will have on all aspects of life, including career, family, travel, insurance and the concerns raised by having a new diagnosis of MS . Once the diagnosis has been established, the neurologist must ensure that the patient is fully informed of all approved treatment options and understands both their benefits and risks . Neurologists are also well-positioned to provide patients with the opportunity to participate in local clinical trials of emerging disease-modifying and symptomatic therapies . They will have access to allied healthcare professionals, and will be able to refer to specialists (neurologist, urologist, obstetrician, psychiatrist, rehabilitation therapist) for the wide range of symptoms and concerns that patients may have at different stages of the disease . In large centers, the advanced practice clinician (APC), who could be a specialist nurse or physician's assistant, has become an integral and invaluable member of the multidisciplinary team . APCs are a reliable source of information about all aspects of MS, and can provide patients with practical advice on living with the condition . Finally, the APC helps patients deal with the social impact of MS and can provide a link to other services such as social workers and clinical psychologists . As well as providing the patient with specific exercises that help prevent the development of contractures and pressure sores, the physiotherapist can offer practical advice and training in fall prevention . Physiotherapists are a valuable source of encouragement, and help to optimize the functional abilities of patients with MS, maintaining a range of movement and limb strength for as long as possible . The occupational therapist works with the patient to allow them to remain independent for as long as possible . It is important that people with MS receive help with housing, transportation, personal finance and insurance, along with other practical assistance as and when required . Psychologists can assess and improve the patient's mood, cognition and coping skills, and assist with adjusting to the new diagnosis, dealing with chronic illness and its challenges, and providing healthy coping skills along with educational support . Continence nurses can assess bladder problems, assist with continence training, provide advice on pelvic floor exercises and urinary aids, and ensure appropriate maintenance of catheters to minimize infection . It is therefore important that people with MS receive appropriate information and support to assist them to stay in education and employment for as long as possible . It is important to highlight to patients that they are not obliged to disclose their illness to everyone at work, according to local laws, but as MS can affect physical, cognitive and emotional functioning, they are likely to need support in the workplace as the disease progresses . If 'reasonable adjustments' can be made to the workplace setting to enable the employee to continue working, in many countries the employer is required by law to make these .","Counseling can be helpful for all people with multiple sclerosis (MS): it will involve explaining the nature of the disease, the risks and benefits of therapy and the effect MS will have on all aspects of life, including career, family, travel and insurance. Common concerns raised by patients include life expectancy, heritability of the disease, long-term planning and effect of pregnancy. Healthcare teams need to stress the importance of overall health and wellness in MS given the known consequences of comorbidities in patients. A multidisciplinary team is important for the coordination of patient care, and comprises neurologists, primary care providers, specialist nurses, physician assistants, physiotherapists, speech and language therapists, occupational therapists, dietitians, social workers, psychologists and continence nurses. Advanced practice clinicians (APCs) are a reliable source of information about all aspects of the condition. They have an important role in helping patients recognize the signs and symptoms of relapse, providing practical advice on living with MS and providing a link with other services. Concerns about employment can become a great source of stress. Employers have an obligation to aid people with MS as much as possible to remain in employment. Functional capacity evaluation and neuropsychological testing can help determine a person's employability."
9781912776276,chp2,"Medications used to treat the motor symptoms of PD, with the exception of the anticholinergic drugs, rarely cause psychosis when used in patients without PD . To date, almost all physiological studies of PDP have evaluated patients with visual hallucinations only, not other hallucinations or delusions, and it has yet to be elucidated whether particular brain structures or neurotransmitter alterations are involved . Several neurochemical abnormalities other than dopaminergic stimulation have been implicated in the pathogenesis of psychotic symptoms . In addition, the evidence indicates that non-drug-related factors may also be involved, including genetics, and structural and visual processing abnormalities . The association between psychotic symptoms and dopamine stimulation, either via dopamine itself or dopamine agonists, is clear, but there is no general dose-response relationship . Hallucinations are not generally associated with ON responses to medications, when brain levels of dopamine are likely to be at their peak, or with the occurrence of dyskinesias, which are usually an indication of high serum levels of dopamine . Indeed, many patients report that the hallucinations only occur at night, on awakening or during the evening, when dopamine levels are likely to be lower, and less commonly during the day . In an experiment to determine a dose-response relationship between serum levodopa levels and hallucinations, patients who reported daily hallucinations in the evenings were brought to the hospital and given intravenous infusions of levodopa that produced higher serum levels of the drug than they received at home . Evidence for serotonin's involvement in the pathophysiology of PDP initially emerged from the observation that several drugs that reduce serotonergic activity improve psychotic symptoms . At low doses, it reduces psychotic symptoms without worsening motor function . An increase in 5HT2A receptors was also found in the temporal cortex of patients with PD who had visual hallucinations . Cholinesterase inhibitors reduce psychotic symptoms in DLB and Parkinson's disease dementia (PDD) . Yet, patients with Alzheimer's disease are significantly less likely to develop hallucinations or psychosis than patients taking PD medications . A greater number of Lewy bodies have been found in the amygdala and parahippocampus of patients with PD who had visual hallucinations, but not in those who did not hallucinate . A retrospective study of 788 brain autopsies of patients with some form of parkinsonism also found a strong correlation between visual hallucinations and the presence of Lewy bodies in the inferior temporal lobe, although not clearly in the amygdala and parahippocampus . Neurochemical studies have demonstrated an association between hallucinations and reduced overall cholinergic function (as indicated by choline acetyltransferase) in the frontal and temporal cortex of patients with DLB . Amantadine causes the same psychotic symptoms as the dopaminergic and anticholinergic drugs . Reductions in gray matter volume in the visual pathways, frontotemporal, limbic and cholinergic regions and hippocampus of the brain have been reported in patients with PDP but have not been confirmed . Connectivity studies comparing hallucinators and non-hallucinators have reported decreased and increased connectivity between areas of the brain involved in attention and visual processing .","Psychosis is generally due to an interaction between PD medications and PD pathology. Although dopamine stimulation may cause Parkinson's disease psychosis (PDP), anticholinergics and amantadine cause identical symptoms. The importance of 5HT2A serotonin receptor stimulation is supported by the usefulness of pimavanserin as an antipsychotic drug. Visual hallucinations in PDP have been linked to alterations in visual circuitry in the brain in both functional MRI and MRI connectivity studies, as well as to alterations in both dopamine and serotonin neurotransmitter circuits. Cholinergic mechanisms may be more important in both hallucinations and delusions arising in people with dementia with Lewy bodies. Psychotic symptoms are not simply related to drug levels in the brain; they also reflect the state of alertness."
9781910797211,ch03,"Nevertheless, his description of the tremor, posture (Figure 3.1) and clinical course of the disease has stood the test of time and remains valid today . Most cases of Parkinson's disease are easily recognizable at an early stage, but many are missed if tremor is absent; gradual slowing in performance may be instead attributed to aging or aches and pains, and loss of function may be ascribed to other causes . Parkinsonian tremor, while worrying and embarrassing for the patient, is generally a good sign in Parkinson's disease because it can presage a more benign course . Such patients may be misdiagnosed with Parkinson's disease, but DaTSCAN (see page 56) is usually normal in these cases . Eventually, some but not all patients require a wheelchair; however, in the early stages of disease, this is a red flag for an atypical parkinsonian syndrome and the diagnosis should be reappraised . A wide range of non-motor symptoms has been described in Parkinson's disease, all of which are likely to have a major effect on the health-related quality of life of patients . The Movement Disorders Society has recently revised the clinical criteria for the diagnosis of Parkinson's disease, incorporating a range of non-motor symptoms as well as retaining the central core motor features . Recognizing that no diagnosis of Parkinson's disease can be made with 100% certainty and that the error rate can range from 75-95%, the new criteria suggest a two-way process: parkinsonism is first defined using central motor symptoms such as bradykinesia, tremor and rigidity; these are then considered with respect to ancillary and non-motor issues to determine whether the motor syndrome is likely to be specific to Parkinson's disease or not . The diagnosis of Parkinson's disease remains primarily clinical; there are as yet no specific tests . Many Parkinson-plus syndromes such as multiple system atrophy (MSA) and progressive supranuclear palsy (PSP) also respond initially to levodopa or dopaminergic therapy, so the use of challenge tests for diagnostic purposes is not recommended . The use of DWI and diffusion tensor (MR) imaging (DTI) has been explored and developed in an effort to differentiate idiopathic Parkinson's disease from parkinsonism due to other causes such as MSA . Using TCUS, several studies, mainly in Austria and Germany, have reported hyperechogenicity (increased size) of the substantia nigra in patients with Parkinson's disease (Figure 3.7) . substantia nigra hyperechogenicity was noted in 103 of 112 patients with clinically diagnosed Parkinson's disease . blinded the sonographer to the clinical diagnosis of 42 patients with Parkinson's disease and 35 controls . The value of SPECT scanning becomes evident in clinical trials involving patients with suspected Parkinson's disease; 4-14% of them have scans with no dopaminergic deficits . chromosome testing for fragile X syndrome, which can present with tremor and ataxia that may mimic Parkinson's disease and MSA . In some countries such as Japan, MIBG cardiac scanning may be useful in the differential diagnosis of Parkinsonian disorders, particularly in the early distinction between idiopathic Parkinson's disease and atypical synucleinopathies such as MSA .","Most cases of Parkinson's disease are recognizable at an early stage, but can be misdiagnosed if tremor is absent. Characteristic motor symptoms include tremor, bradykinesia, a hurried shuffling gait, freezing episodes, rigidity and a bent posture. Non-motor symptoms include depression, dementia, sleep disorders, bowel and bladder problems, fatigue, apathy and pain; although common, these symptoms are often overlooked. There are no specific tests for the diagnosis of Parkinson's disease, but DaTSCAN with single-photon emission computed tomography (SPECT) is becoming widely available, and can help to support a clinical diagnosis. Patients with idiopathic Parkinson's disease show a significant and sustained response to dopaminergic agents. Brain imaging is not typically used to diagnose Parkinson's disease, but may help to rule out tumors, vascular disease and normal-pressure hydrocephalus; transcranial ultrasound scanning reveals characteristic hyperechogenicity of the substantia nigra. All patients with a 'suspected' diagnosis of Parkinson's disease should be referred untreated to a specialist who can reliably differentiate between Parkinson's disease and other parkinsonian syndromes. A shared care strategy can then be implemented, with ongoing care by the primary care team."
9781910797006,ch05,"No features specific for COPD are seen on a plain posterior-anterior chest radiograph . The most reliable radiographic signs of emphysema can be classified by their causes of overinflation, vascular changes and bullae . Vascular changes associated with emphysema result from loss of alveolar walls and are shown on the plain chest radiograph by . Assessment of the vascular loss in emphysema clearly depends on the quality of the radiograph . Pulmonary hypertension may be suggested, taking measurements from the plain chest radiograph of the width of the right descending pulmonary artery, just below the right hilum, where the borders of the artery are delineated against the air in the lungs laterally and the right main-stem bronchus medially . Although these measurements can be used to detect the presence or absence of pulmonary hypertension, they cannot accurately predict the level of the pulmonary artery pressure and they are not felt to be particularly sensitive . Techniques can be divided into those that use visual assessment of low-density areas on the CT scan, which can be either semiquantitative or quantitative, and those that use CT lung density to quantify areas of low X-ray attenuation . It is generally acceptable to select patients with upper lung zone emphysema for volume reduction surgery by visual inspection of an HRCT by an experienced radiologist and surgeon . Measurement of lung density on CT in terms of Hounsfield units (a scale of X-ray attenuation where bone is +1000 Hounsfield units, water is 0 Hounsfield units and air is −1000 Hounsfield units) provides a more quantitative way of assessing emphysema (Figure 5.3), particularly at the microscopic level . These techniques have not, as yet, been sufficiently standardized for use in clinical practice, but density measurements have been shown to correlate with morphometric measurements of distal airspace size in resected lungs . Whether a bulla is detected on a chest radiograph depends on its size and the degree to which it is obscured by overlying lung . CT scanning is much more sensitive than plain chest radiography in detecting bullae and can be used to determine their number, size and position . Other features can be assessed on the CT scan including bone density, coronary artery calcification and pulmonary artery size . Echocardiography has been used to assess the right ventricle and to detect pulmonary hypertension in COPD . However, overinflation of the chest increases the retrosternal airspace, which then transmits sound waves poorly, making echocardiography difficult in patients with COPD . Pulsed-wave Doppler echocardiography has been used to assess the ejection flow dynamics of the right ventricle in patients with pulmonary hypertension . Continuous-wave Doppler echocardiography is the best technique for non-invasive evaluation of pulmonary arterial pressure; the tricuspid gradient assessed in this way can be used to calculate the right ventricular systolic pressure . There is still debate as to whether this technique is sufficiently sensitive and reproducible to monitor longitudinal changes in pulmonary arterial pressure and the effects of therapeutic interventions, particularly in patients with COPD .","No features on plain chest radiography are specific for COPD. The features usually described are those of severe emphysema, but no abnormality may be visible, even in patients with marked disability. CT scans can be used to quantify emphysema, either by visual assessment of high-resolution scanning or by CT lung density measurements. CT scanning is the best way to detect and assess bullous disease. CT scanning is the standard way to assess patients for volume reduction surgery. Echocardiography, particularly continuous-wave Doppler echocardiography, can be used to assess pulmonary arterial pressure in patients with COPD."
9781908541666,ch_8,"Treatment of people with type 2 diabetes requires consideration of several aspects of the patient's health, and the range of areas is summarized in Table 7.1 . It is important to consider care for the patient with type 2 diabetes from the perspective of a multidisciplinary team, with contributions from medical practitioners, nurse educators, dietitians and podiatrists . At diagnosis, the patient should be given simple and clear messages about diabetes and how it may affect health with regard to complications and cardiovascular risk . Importantly, patients should be encouraged that, with excellent glucose, lipid and blood pressure control and smoking cessation, risks of complications and cardiovascular events can be reduced substantially . Education of the person with newly diagnosed type 2 diabetes is critical in helping them to take an active role in their own management . A family history of diabetic complications or heart disease is useful, as this may signpost a genetic predisposition to nephropathy or cardiovascular disease that helps identify patients for more aggressive prevention (for example, blood pressure normalization and excellent glucose and lipid control in those with a family history of diabetic nephropathy with chronic renal failure) . A prior history or family history of myocardial infarction or heart disease mandates therapeutic targets of perfect lipids and blood pressure control, together with acetylsalicylic acid (ASA; aspirin) or anticoagulant as required . Dietary intervention and increased physical activity are the cornerstones of management in the patient with diabetes and are discussed in detail in chapter 8 . A patient diagnosed with diabetes requires follow-up to determine whether diet, physical activity interventions and exercise and, where necessary, weight loss have sufficiently controlled capillary glucose levels and achieved optimal levels of glycated hemoglobin (HbA 1c) . If glucose monitoring or HbA 1c levels indicate suboptimal control, drug therapy needs to be considered . In this regard, it is quite useful in obese or overweight patients with higher fasting glucose levels when given at the evening meal . If glycemic control remains above the target range in patients receiving metformin, or metformin is not tolerated, another agent can be added to the treatment regimen, after ensuring that dietary intervention and physical activity are being adhered to . Adverse effects include weight gain and fluid retention, which can precipitate cardiac failure in patients with underlying cardiac disease; rosiglitazone has been implicated in increased coronary risk, although this remains controversial . In obese patients with type 2 diabetes, consideration should be given to obesity-management strategies, including bariatric surgery (see chapter 8) . Modest weight reduction of 5 kg can significantly improve glucose control, in addition to benefitting other metabolic factors that accompany diabetes, including hyperlipidemia, hypertension, sleep apnea and non-alcoholic liver disease . Risk reduction includes lifestyle management (including diet, weight loss, exercise, smoking cessation and blood pressure control) . Table 7.4 provides a number of questions that may help to reveal aspects of an individual patient's life that need to be addressed in order to facilitate improved diabetes self-care and/or improve glycemic and other healthcare targets .","Type 2 diabetes management requires patient education on the fundamentals of self-care, including monitoring of glucose levels, dietary management - with an emphasis on weight reduction in the overweight or obese - increased physical activity and reduced sedentariness. Medications are often required for glucose control. There are multiple classes of glucose-lowering medications, including metformin, sulfonylureas, thiazolidinediones, glucagon-like peptide-1 (GLP-1) agonists, dipeptidyl peptidase-4 (DPP4) inhibitors, sodium-glucose transporter-2 inhibitors and insulin. Glycemic treatment targets aim for an HbA 1c that ranges from 6.0% to 7.0%, depending on the age of the patients and their risk for hypoglycemia. All patients with type 2 diabetes who smoke must receive smoking cessation intervention(s). Cardiovascular risk factors must be treated to targets, including lipids and blood pressure. Consideration should be given to acetylsalicylic acid (ASA; aspirin) therapy where appropriate. Bariatric surgery should be considered in the obese with type 2 diabetes and poor glycemic control. Open dialogue between healthcare professionals and patients is important in order to identify factors that may be undermining self-care, and to rectify poor glucose control early."
9781910797495,chp8,"It is now clear from numerous studies that persistent postsurgical pain (PPSP) is one of the major causes of persistent (chronic) pain . Limited data also indicate that a significant percentage of patients continue to have pain following trauma, particularly trauma to multiple body areas or traumatic amputation . Although there is evidence that nerve damage plays a key role, there are other factors that probably determine which patients with nerve damage progress from acute to persistent pain as, in many operations (exempli gratia amputation), all patients have nerve damage but only a percentage (10-50%) progress to chronic pain (Table 8.1) . It is possible, but not studied, that similar factors may occur in post-trauma patients (many of whom also undergo surgery) . Preoperative pain intensity has been correlated with postoperative pain intensity in a prospective study of 346 patients undergoing abdominal surgery . Thus, improved acute pain control pre- and postoperatively may help to prevent PPSP . Surgical technique may play a role, as 'nerve preservation' techniques appear to lower the incidence of PPSP - although no studies have prospectively addressed this area . This serves to illustrate how difficult it is to avoid trauma to nerves at various surgical sites, and that factors other than nerve injury are involved in PPSP . In the early stages of PPSP surgeons tend to suspect a surgical complication of some sort (exempli gratia a wound hematoma, chronic infection, incomplete repair of an inguinal hernia) . As the majority of PPSP is caused by nerve damage, the treatment options are similar to those for other neuropathic pain syndromes . For example, patients are rarely told that PPSP is a possible complication of surgery . Preoperative patient education about the possibility of PPSP, during the informed consent procedure, may reduce the negative postoperative psychosocial consequences that can complicate treatment . In the authors' experience of patients with PPSP, and supported by several studies, psychosocial factors such as catastrophizing and the pain itself often activate stress and mood disorders, thus worsening pain and interfering with adaptive coping . As with other neuropathic pain syndromes, patients exhibit allodynia and sometimes also edema in the vicinity of the surgical wound, which is typical of temporary peripheral sensitization . Postamputation persistent pain is a special case of PPSP because large nerves are deliberately cut in all patients . For example, when the amputation occurs because of a progressive disease, such as diabetes, disease-related preoperative nerve damage and pain are involved . A phantom experience is a non-painful sensation; phantom pain is pain in an absent body part; and stump pain is local pain in the residual limb (id est at the amputation site) . Phantom sensations and phantom pain typically begin within days of the amputation, and tend to decrease in frequency and duration over time, though they persist for years in 40% of amputees . There is a scarcity of controlled trial results to guide clinicians in the treatment of phantom pain, and clinicians must rely on favorable results from clinical research in which these agents have been given to treat other neuropathic pain syndromes .","Persistent postsurgical pain (PPSP) is defined as pain at or close to the site of surgical incision that persists beyond the expected healing period. The incidence of PPSP varies from about 10% for very limited peripheral surgery, such as inguinal hernia repair or joint replacement, to 10-30% for mastectomy and up to 50% for thoracotomy and amputation. Nerve injury plays an important role in pathogenesis, but genetics, pre-existing pain and severity of postoperative pain are also risk factors, in addition to cancer treatment and possible psychosocial factors. Patients who catastrophize, which increases postoperative pain and opioid analgesic use, may benefit from psychological services such as cognitive behavioral therapy. Effective acute pain control may be preventive for PPSP - for example, intra- and postoperative use of epidural analgesia can prevent PPSP following some operations. Pharmacotherapy is based on the study results of neuropathic drugs used to treat pain caused by other types of nerve injury. Tricyclic antidepressants and anticonvulsants are first-line drugs. Peripheral nerve stimulation is emerging as a possible treatment option for severe PPSP. Although spinal cord stimulation (SCS) has not been found to be successful for amputation pain, early data indicate positive outcomes for dorsal root (DRG) stimulation."
9781910797211,ch05,". Surgery is usually employed in patients when manipulations of drug therapy have failed to control 'off' symptoms, tremor, motor fluctuations and dyskinesias . However, in carefully selected patients surgery leads to control of 'off' symptoms, motor fluctuations and dyskinesias . For these patients, the operation of choice is deep brain stimulation of the subthalamus to enable a reduction in dopaminergic therapy and control of dyskinesias . Ideally, surgical centers should take part in collaborative trials to evaluate the potential of lesional surgery and compare this older technique with deep brain stimulation . Given the evidence base for the safety and efficacy of subthalamic nucleus (STN) stimulation in patients with Parkinson's disease (see pages 103 -), pallidotomy is rarely performed nowadays . A meta-analysis of outcomes from cohorts of patients undergoing deep brain stimulation of the STN suggests that dyskinesia is reduced by 69.1% (95% CI: 62-76.2%), the daily 'off' period is reduced by 68.2% (95% CI: 58-79%) and health-related quality of life is improved by 34.5 +- 15.3% . The VA trial comparing stimulation of the STN with that of the globus pallidus in patients with Parkinson's disease showed that the motor improvement was similar in the two targets but certain cognitive functions and depression worsened after STN stimulation . Non-motor symptoms are common, present in early and advanced stages of the disease and have a huge effect on patients' health-related quality of life . Long-term follow up of carefully selected patients indicates that STN deep brain stimulation is a safe procedure with regard to most non-motor symptoms . The number and severity of some non-motor symptoms decrease significantly after STN deep brain stimulation, resulting in a significant improvement in quality of life and activities of daily living . Worsening of non-motor symptoms, especially in the neuropsychological and psychiatric domains, is most often seen transiently in the immediate postoperative period after STN deep brain stimulation, possibly related to the changes in dopamine replacement therapy or the surgery itself . demonstrated that subthalamic neurostimulation resulted in a significant and clinically meaningful improvement in the quality of life of patients under 75 years of age with advanced Parkinson's disease who had severe fluctuations in mobility and dyskinesia . In the EARLYSTIM study (see below), STN deep brain stimulation had the same positive effects on motor function, fluctuations and quality of life in patients with a much earlier stage of Parkinson's disease . The changes in motor function in patients with advanced Parkinson's disease also led to improvement in activities of daily living and quality of life (emotional wellbeing, stigma and bodily discomfort) . The authors concluded that STN stimulation was superior to conventional medical treatment in patients with Parkinson's disease with early motor complications . in 2001, involving 40 patients randomized to fetal neural transplant or sham surgery, primary outcome measures failed to show any significant differences between the two groups . reported 1 patient with a 23-year history of Parkinson's disease who developed side effects after intraventricular infusion of GDNF, with no improvement in parkinsonian symptoms and no evidence at postmortem examination of regeneration .","Surgery is recommended when optimal drug treatment options have failed to control symptoms. Neurosurgery is an unpleasant experience for the patient; the main complications are stroke and infection. For patients with young-onset Parkinson's disease who have had 'on/off' symptoms for many years, the procedure of choice is deep brain stimulation of the subthalamic nucleus to reduce dopaminergic therapy and control dyskinesias. Lesional surgery is an alternative to deep brain stimulation for patients unlikely to attend regular follow-up or who have to travel long distances, or in instances where the cost of a stimulator is prohibitive. Pallidotomy is appropriate for severe dyskinesia. Thalamic deep brain surgery (VIM nucleus) is the most effective procedure for controlling parkinsonian tremor. In the future, nerve-cell transplantation could replace dopaminergic treatment if sources of dopamine cells other than 6-10-week-old fetuses can be found; trials using porcine fetal cells, stem cells that generate dopamine and other such cells (exempli gratia retinal cells) are under way."
